,predicted_mean
2021-11-13 19:15:00+00:00,998273.8717400893
2021-11-13 19:30:00+00:00,529640.7781091146
2021-11-13 19:45:00+00:00,20933.46653738839
2021-11-13 20:00:00+00:00,29660.98254478853
2021-11-13 20:15:00+00:00,1147624.0822079557
2021-11-13 20:30:00+00:00,490087.50278002175
2021-11-13 20:45:00+00:00,1015.4510030627716
2021-11-13 21:00:00+00:00,138271.74207051785
2021-11-13 21:15:00+00:00,837811.9689857683
2021-11-13 21:30:00+00:00,792805.8037534785
2021-11-13 21:45:00+00:00,176585.7225196472
2021-11-13 22:00:00+00:00,609948.8856654344
2021-11-13 22:15:00+00:00,1001684.3772935367
2021-11-13 22:30:00+00:00,533051.283662562
2021-11-13 22:45:00+00:00,17522.960983940982
2021-11-13 23:00:00+00:00,33071.48809823594
2021-11-13 23:15:00+00:00,1151034.587761403
2021-11-13 23:30:00+00:00,493498.00833346916
2021-11-13 23:45:00+00:00,4425.95655651018
2021-11-14 00:00:00+00:00,141682.24762396526
2021-11-14 00:15:00+00:00,841222.4745392157
2021-11-14 00:30:00+00:00,796216.3093069259
2021-11-14 00:45:00+00:00,179996.22807309462
2021-11-14 01:00:00+00:00,613359.3912188818
2021-11-14 01:15:00+00:00,1005094.8828469841
2021-11-14 01:30:00+00:00,536461.7892160094
2021-11-14 01:45:00+00:00,14112.455430493574
2021-11-14 02:00:00+00:00,36481.99365168335
2021-11-14 02:15:00+00:00,1154445.0933148505
2021-11-14 02:30:00+00:00,496908.51388691657
2021-11-14 02:45:00+00:00,7836.462109957589
2021-11-14 03:00:00+00:00,145092.75317741267
2021-11-14 03:15:00+00:00,844632.9800926631
2021-11-14 03:30:00+00:00,799626.8148603733
2021-11-14 03:45:00+00:00,183406.73362654203
2021-11-14 04:00:00+00:00,616769.8967723292
2021-11-14 04:15:00+00:00,1008505.3884004315
2021-11-14 04:30:00+00:00,539872.2947694568
2021-11-14 04:45:00+00:00,10701.949877046165
2021-11-14 05:00:00+00:00,39892.499205130756
2021-11-14 05:15:00+00:00,1157855.5988682979
2021-11-14 05:30:00+00:00,500319.019440364
2021-11-14 05:45:00+00:00,11246.967663404997
2021-11-14 06:00:00+00:00,148503.25873086008
2021-11-14 06:15:00+00:00,848043.4856461105
2021-11-14 06:30:00+00:00,803037.3204138207
2021-11-14 06:45:00+00:00,186817.23917998944
2021-11-14 07:00:00+00:00,620180.4023257766
2021-11-14 07:15:00+00:00,1011915.8939538789
2021-11-14 07:30:00+00:00,543282.8003229043
2021-11-14 07:45:00+00:00,7291.4443235987565
2021-11-14 08:00:00+00:00,43303.004758578165
2021-11-14 08:15:00+00:00,1161266.1044217453
2021-11-14 08:30:00+00:00,503729.5249938114
2021-11-14 08:45:00+00:00,14657.473216852406
2021-11-14 09:00:00+00:00,151913.7642843075
2021-11-14 09:15:00+00:00,851453.9911995579
2021-11-14 09:30:00+00:00,806447.8259672681
2021-11-14 09:45:00+00:00,190227.74473343685
2021-11-14 10:00:00+00:00,623590.907879224
2021-11-14 10:15:00+00:00,1015326.3995073263
2021-11-14 10:30:00+00:00,546693.3058763517
2021-11-14 10:45:00+00:00,3880.938770151348
2021-11-14 11:00:00+00:00,46713.51031202557
2021-11-14 11:15:00+00:00,1164676.6099751927
2021-11-14 11:30:00+00:00,507140.0305472588
2021-11-14 11:45:00+00:00,18067.978770299815
2021-11-14 12:00:00+00:00,155324.2698377549
2021-11-14 12:15:00+00:00,854864.4967530053
2021-11-14 12:30:00+00:00,809858.3315207155
2021-11-14 12:45:00+00:00,193638.25028688426
2021-11-14 13:00:00+00:00,627001.4134326715
2021-11-14 13:15:00+00:00,1018736.9050607737
2021-11-14 13:30:00+00:00,550103.8114297991
2021-11-14 13:45:00+00:00,470.43321670393925
2021-11-14 14:00:00+00:00,50124.01586547298
2021-11-14 14:15:00+00:00,1168087.11552864
2021-11-14 14:30:00+00:00,510550.5361007062
2021-11-14 14:45:00+00:00,21478.484323747223
2021-11-14 15:00:00+00:00,158734.7753912023
2021-11-14 15:15:00+00:00,858275.0023064527
2021-11-14 15:30:00+00:00,813268.8370741629
2021-11-14 15:45:00+00:00,197048.75584033167
2021-11-14 16:00:00+00:00,630411.9189861189
2021-11-14 16:15:00+00:00,1022147.4106142211
2021-11-14 16:30:00+00:00,553514.3169832465
2021-11-14 16:45:00+00:00,2940.0723367434694
2021-11-14 17:00:00+00:00,53534.52141892039
2021-11-14 17:15:00+00:00,1171497.6210820875
2021-11-14 17:30:00+00:00,513961.0416541536
2021-11-14 17:45:00+00:00,24888.989877194632
2021-11-14 18:00:00+00:00,162145.2809446497
2021-11-14 18:15:00+00:00,861685.5078599001
2021-11-14 18:30:00+00:00,816679.3426276103
2021-11-14 18:45:00+00:00,200459.26139377907
2021-11-14 19:00:00+00:00,633822.4245395663
2021-11-14 19:15:00+00:00,1025557.9161676685
2021-11-14 19:30:00+00:00,556924.8225366939
2021-11-14 19:45:00+00:00,6350.577890190878
2021-11-14 20:00:00+00:00,56945.0269723678
2021-11-14 20:15:00+00:00,1174908.126635535
2021-11-14 20:30:00+00:00,517371.547207601
2021-11-14 20:45:00+00:00,28299.49543064204
2021-11-14 21:00:00+00:00,165555.78649809712
2021-11-14 21:15:00+00:00,865096.0134133475
2021-11-14 21:30:00+00:00,820089.8481810577
2021-11-14 21:45:00+00:00,203869.76694722648
2021-11-14 22:00:00+00:00,637232.9300930137
2021-11-14 22:15:00+00:00,1028968.4217211159
2021-11-14 22:30:00+00:00,560335.3280901413
2021-11-14 22:45:00+00:00,9761.083443638287
2021-11-14 23:00:00+00:00,60355.53252581521
2021-11-14 23:15:00+00:00,1178318.6321889823
2021-11-14 23:30:00+00:00,520782.0527610484
2021-11-14 23:45:00+00:00,31710.00098408945
